Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange,Year
MRTN,MARTEN TRANSPORT LTD,Equity,0,13.95,2749,38348.56,-,Industrials,2568357,US5730751089,NASDAQ,2007
SMP,STANDARD MOTOR PRODUCTS INC,Equity,0,8.16,2836,23141.76,-,Industrials,2838306,US8536661056,New York Stock Exchange Inc.,2007
GBX,GREENBRIER INC,Equity,0,22.26,2882,64153.32,-,Industrials,2387530,US3936571013,New York Stock Exchange Inc.,2007
VLCCF,KNIGHTSBRIDGE SHIPPING LTD,Equity,0,24.15,3092,74671.8,-,Industrials,2509271,BMG5299G1069,NASDAQ,2007
CPA,COPA HOLDINGS A SA,Equity,0,37.57,3168,119021.76,-,Industrials,B0TNJH9,PAP310761054,New York Stock Exchange Inc.,2007
GNKOQ,GENCO SHIPPING AND TRADING LTD,Equity,0.01,54.76,3319,181748.44,-,Industrials,B0DPJS2,MHY2685T1073,Non-Nms Quotation Service (Nnqs),2007
PNCLQ,PINNACLE AIRLINES CORP,Equity,0,15.25,3544,54046,-,Industrials,2170848,US7234431077,Non-Nms Quotation Service (Nnqs),2007
BRS,BRISTOW GROUP INC,Equity,0.01,56.65,3650,206772.5,-,Industrials,2656229,US1103941035,New York Stock Exchange Inc.,2007
CVGI,COMMERCIAL VEHICLE GROUP INC,Equity,0,14.5,3790,54955,-,Industrials,B02GMS7,US2026081057,NASDAQ,2007
DHT,DHT HOLDINGS INC.,Equity,0,12.24,3793,46426.32,-,Industrials,B0M5TM7,MHY2065G1052,New York Stock Exchange Inc.,2007
THRM,GENTHERM INCORPORATED,Equity,0,21.14,3876,81938.64,-,Industrials,2381758,US03070L3006,NASDAQ,2007
ATAC,ATC TECHNOLOGY CORP.,Equity,0,27.26,3919,106831.94,-,Industrials,2010825,US00211W1045,NASDAQ,2007
ABFS,ARKANSAS BEST CORP.,Equity,0,21.94,4052,88900.88,-,Industrials,2048075,US0407901075,NASDAQ,2007
SUP,SUPERIOR INDS INC,Equity,0,18.17,4105,74587.85,-,Industrials,2864141,US8681681057,New York Stock Exchange Inc.,2007
GLF,GULFMARK OFFSHORE INC.,Equity,0.01,46.79,4113,192447.27,-,Industrials,2396031,US4026291090,New York Stock Exchange Inc.,2007
CGI,CELADON GROUP INC,Equity,0,9.16,4234,38783.44,-,Industrials,2184195,US1508381001,New York Stock Exchange Inc.,2007
AURDQ,ACCURIDE CORP.,Equity,0,7.86,4242,33342.12,-,Industrials,B073JF9,US0043981036,Non-Nms Quotation Service (Nnqs),2007
TWI,TITAN INTERNATIONAL INC,Equity,0,31.26,4342,135730.92,-,Industrials,2890265,US88830M1027,New York Stock Exchange Inc.,2007
MEH,MIDWEST AIR GROUP INC.,Equity,0,14.8,4438,65682.4,-,Industrials,2563114,US5979111060,Nyse Mkt Llc,2007
GMR,GENERAL MARITIME,Equity,0,24.45,5165,126284.25,-,Industrials,2766344,MHY2692M1030,New York Stock Exchange Inc.,2007
ODFL,OLD DOMINION FREIGHT LINE INC,Equity,0,23.11,5330,123176.32,-,Industrials,2656423,US6795801009,NASDAQ,2007
MCOAQ,MONACO COACH CORP,Equity,0,8.88,5379,47765.52,-,Industrials,2579779,US60886R1032,Non-Nms Quotation Service (Nnqs),2007
FWRD,FORWARD AIR CORP,Equity,0.01,31.17,5422,169003.75,-,Industrials,2510790,US3498531017,NASDAQ,2007
WNC,WABASH NATIONAL CORP,Equity,0,7.69,5490,42218.1,-,Industrials,2932048,US9295661071,New York Stock Exchange Inc.,2007
NAT,NORDIC AMERICAN TANKERS LTD,Equity,0.01,32.82,5624,184579.68,-,Industrials,2113876,BMG657731060,New York Stock Exchange Inc.,2007
SFL,SHIP FINANCE INTERNATIONAL LTD,Equity,0.01,27.71,5674,157226.54,-,Industrials,B019MJ8,BMG810751062,New York Stock Exchange Inc.,2007
WGO,WINNEBAGO INDUSTRIES INC,Equity,0,21.02,5692,119645.84,-,Industrials,2972721,US9746371007,New York Stock Exchange Inc.,2007
SPAR,SPARTAN MOTORS INC,Equity,0,7.64,5804,44342.56,-,Industrials,2832535,US8468191007,NASDAQ,2007
MOD,MODINE MANUFACTURING,Equity,0,16.51,5847,96533.97,-,Industrials,2598354,US6078281002,New York Stock Exchange Inc.,2007
OSGIQ,OVERSEAS SHIPHOLDING GROUP INC,Equity,0.01,74.43,5903,439360.29,-,Industrials,2664749,US6903681053,Non-Nms Quotation Service (Nnqs),2007
HRZL,HORIZON LINES INC.,Equity,0,18.64,6043,112641.52,-,Industrials,-,US44044K1016,Non-Nms Quotation Service (Nnqs),2007
RJETQ,REPUBLIC AIRWAYS INC,Equity,0,19.59,6092,119342.28,-,Industrials,2858348,US7602761055,Non-Nms Quotation Service (Nnqs),2007
GWR,GENESEE & WYOMING INC CLASS A,Equity,0.01,24.17,6241,150844.98,-,Industrials,2374060,US3715591059,New York Stock Exchange Inc.,2007
GLNG,GOLAR LNG LTD,Equity,0,22.12,6278,138869.36,-,Industrials,2367963,BMG9456A1009,NASDAQ,2007
THO,THOR INDUSTRIES INC,Equity,0.01,38.01,6417,243910.17,-,Industrials,2889876,US8851601018,New York Stock Exchange Inc.,2007
PACR,PACER INTERNATIONAL INC,Equity,0,14.6,6571,95936.6,-,Industrials,2711991,US69373H1068,NASDAQ,2007
PII,POLARIS INDUSTRIES INC,Equity,0.01,47.77,6632,316810.64,-,Industrials,2692933,US7310681025,New York Stock Exchange Inc.,2007
AIR,AAR CORP.,Equity,0.01,38.03,6699,254762.97,-,Industrials,2001119,US0003611052,New York Stock Exchange Inc.,2007
HUBG,HUB GROUP INC CLASS A,Equity,0.01,26.58,6979,185501.82,-,Industrials,2407632,US4433201062,NASDAQ,2007
ALK,ALASKA AIR GROUP INC,Equity,0.01,25.01,7225,180697.25,-,Industrials,2012605,US0116591092,New York Stock Exchange Inc.,2007
OMEX,ODYSSEY MARINE EXPLORATION INC,Equity,0,6.19,7383,45700.77,-,Industrials,2517359,US6761181022,NASDAQ,2007
TK,TEEKAY CORP,Equity,0.01,53.21,7447,396254.87,-,Industrials,2933795,MHY8564W1030,New York Stock Exchange Inc.,2007
TRW,TRW AUTOMOTIVE HOLDINGS CORP,Equity,0.01,20.9,7640,159676,-,Industrials,2340801,US87264S1069,New York Stock Exchange Inc.,2007
ALEX,ALEXANDER & BALDWIN INC.,Equity,0.01,51.66,7919,409095.54,-,Industrials,2013987,US0144821032,New York Stock Exchange Inc.,2007
AXL,AMERICAN AXLE AND MANUFACTURING HO,Equity,0.01,18.62,8037,149648.94,-,Industrials,2382416,US0240611030,New York Stock Exchange Inc.,2007
TEN,TENNECO INC,Equity,0.01,26.07,8330,217163.1,-,Industrials,2512600,US8803491054,New York Stock Exchange Inc.,2007
WERN,WERNER ENTERPRISES INC,Equity,0,17.03,8371,142558.13,-,Industrials,2948852,US9507551086,NASDAQ,2007
CNW,CON-WAY INC.,Equity,0.01,41.54,8430,350182.2,-,Industrials,2217228,US2059441012,New York Stock Exchange Inc.,2007
EGLE,EAGLE BULK SHIPPING INC.,Equity,0.01,26.55,8489,225382.95,-,Industrials,B0BSL21,MHY2187A1010,NASDAQ,2007
FRO,FRONTLINE LTD.,Equity,0.01,48,8920,428160,-,Industrials,2302630,BMG3682E1277,New York Stock Exchange Inc.,2007
WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIE,Equity,0.01,34.44,9021,310683.24,-,Industrials,2955733,US9297401088,New York Stock Exchange Inc.,2007
XJT,EXPRESSJET HOLDINGS INC,Equity,0,2.48,9757,24197.36,-,Industrials,2838328,US30218U3068,New York Stock Exchange Inc.,2007
KEX,KIRBY CORP,Equity,0.02,46.48,9803,455643.44,-,Industrials,2493534,US4972661064,New York Stock Exchange Inc.,2007
ACLI,AMERICAN COMMERCIAL LINES INC.,Equity,0.01,16.24,9989,162221.36,-,Industrials,B064919,US0251952075,NASDAQ,2007
TDW,TIDEWATER INC,Equity,0.02,54.86,10244,561985.84,-,Industrials,2891859,US8864231027,New York Stock Exchange Inc.,2007
LSTR,LANDSTAR SYSTEM INC,Equity,0.01,42.15,10261,432501.15,-,Industrials,2503994,US5150981018,NASDAQ,2007
KNX,KNIGHT TRANSPORTATION INC,Equity,0.01,14.81,10288,152365.3,-,Industrials,2487690,US4990641031,New York Stock Exchange Inc.,2007
YRCW,YRC WORLDWIDE INC.,Equity,0.01,17.09,10344,176778.96,-,Industrials,2986380,-,NASDAQ,2007
HTLD,HEARTLAND EXPRESS INC,Equity,0.01,14.18,10432,147925.78,-,Industrials,2414018,US4223471040,NASDAQ,2007
ATSG,AIR TRANSPORT SERVICES GROUP INC,Equity,0,4.18,10566,44165.88,-,Industrials,2938002,US00922R1059,NASDAQ,2007
WBC,WABCO HOLDINGS INC,Equity,0.02,50.09,10948,548385.32,-,Industrials,B23CNQ3,US92927K1025,New York Stock Exchange Inc.,2007
CTB,COOPER TIRE AND RUBBER,Equity,0.01,16.58,11098,184004.84,-,Industrials,2222608,US2168311072,New York Stock Exchange Inc.,2007
FLTWQ,FLEETWOOD ENTR,Equity,0,5.98,11512,68841.76,-,Industrials,2342807,US3390991038,Non-Nms Quotation Service (Nnqs),2007
SKYW,SKYWEST INC,Equity,0.01,26.85,11612,311782.2,-,Industrials,2814210,US8308791024,NASDAQ,2007
FRPT,FORCE PROTECTION,Equity,0,4.68,12235,57259.8,-,Industrials,B064LH9,US3452032028,NASDAQ,2007
MTOR,MERITOR INC,Equity,0.01,11.73,12910,151434.3,-,Industrials,2608349,US59001K1007,New York Stock Exchange Inc.,2007
OSK,OSHKOSH CORP,Equity,0.02,47.26,13507,638340.82,-,Industrials,2663520,US6882392011,New York Stock Exchange Inc.,2007
LEARQ,LEAR CORP.,Equity,0.01,27.66,14097,389923.02,-,Industrials,2509754,US5218651058,Non-Nms Quotation Service (Nnqs),2007
KSU,KANSAS CITY SOUTHERN,Equity,0.02,34.33,14116,484602.28,-,Industrials,2607647,US4851703029,New York Stock Exchange Inc.,2007
ALV,AUTOLIV INC,Equity,0.03,52.71,14662,772834.02,-,Industrials,2064253,US0528001094,New York Stock Exchange Inc.,2007
LCC,US AIRWAYS GROUP INC.,Equity,0.01,14.71,15001,220664.71,-,Industrials,B0LGKM8,US90341W1080,New York Stock Exchange Inc.,2007
AAI,AIRTRAN HOLDINGS INC,Equity,0,7.16,16454,117810.64,-,Industrials,2934550,US00949P1084,New York Stock Exchange Inc.,2007
JBHT,JB HUNT TRANSPORT SERVICES INC,Equity,0.02,27.55,16529,455373.95,-,Industrials,2445416,US4456581077,NASDAQ,2007
CAL,CONTINENTAL AIRLINES B,Equity,0.01,22.25,17791,395849.75,-,Industrials,2220527,US2107953083,New York Stock Exchange Inc.,2007
UTIW,UTI WORLDWIDE INC,Equity,0.01,19.6,18188,356484.8,-,Industrials,2676368,VGG872101032,NASDAQ,2007
HAYZQ,HAYES LEMMERZ INTERNATIONAL INC. C,Equity,0,4.57,19457,88918.49,-,Industrials,2732464,US4207813043,Non-Nms Quotation Service (Nnqs),2007
UAUA,UAL CORP,Equity,0.03,35.66,21218,756633.88,-,Industrials,B0XNNM8,US9025498075,NASDAQ,2007
BWA,BORGWARNER INC,Equity,0.04,48.41,21314,1031810.74,-,Industrials,2111955,US0997241064,New York Stock Exchange Inc.,2007
VSTNQ,VISTEON CORP,Equity,0,4.39,23357,102537.23,-,Industrials,2600260,US92839U1079,Non-Nms Quotation Service (Nnqs),2007
GNTX,GENTEX CORP,Equity,0.02,17.77,26172,465076.44,-,Industrials,2366799,US3719011096,NASDAQ,2007
CHRW,CH ROBINSON WORLDWIDE INC,Equity,0.06,54.12,31033,1679505.96,-,Industrials,2116228,US12541W2098,NASDAQ,2007
GPC,GENUINE PARTS,Equity,0.05,46.3,31304,1449375.2,-,Industrials,2367480,US3724601055,New York Stock Exchange Inc.,2007
JBLU,JETBLUE AIRWAYS CORP,Equity,0.01,5.9,32140,189626.01,-,Industrials,2852760,US4771431016,NASDAQ,2007
GT,GOODYEAR TIRE & RUBBER,Equity,0.04,28.22,38411,1083958.42,-,Industrials,2378200,US3825501014,NASDAQ,2007
EXPD,EXPEDITORS INTERNATIONAL OF WASHIN,Equity,0.06,44.68,39215,1752126.2,-,Industrials,2325507,US3021301094,NASDAQ,2007
AAMRQ,AMR CORP.,Equity,0.02,14.03,44062,618189.86,-,Industrials,2001692,US0017651060,Non-Nms Quotation Service (Nnqs),2007
HOG,HARLEY DAVIDSON INC,Equity,0.07,46.71,44564,2081584.44,-,Industrials,2411053,US4128221086,New York Stock Exchange Inc.,2007
NWA,NORTHWEST AIRLINES W/1,Equity,0.02,14.51,48040,697060.4,-,Industrials,B1XJYL9,US6672804084,New York Stock Exchange Inc.,2007
DAL,DELTA AIR LINES INC,Equity,0.02,14.89,48560,723058.4,-,Industrials,B1W9D46,US2473617023,New York Stock Exchange Inc.,2007
UNP,UNION PACIFIC CORP,Equity,0.21,125.62,49442,6210904.04,-,Industrials,2914734,US9078181081,New York Stock Exchange Inc.,2007
FDX,FEDEX CORP,Equity,0.17,89.17,56496,5037748.32,-,Industrials,2142784,US31428X1063,New York Stock Exchange Inc.,2007
BNI,BURLINGTON NORTHERN,Equity,0.18,83.23,65355,5439496.65,-,Industrials,2154927,US12189T1043,New York Stock Exchange Inc.,2007
PCAR,PACCAR INC,Equity,0.13,54.48,68262,3718913.76,-,Industrials,2665861,US6937181088,NASDAQ,2007
NSC,NORFOLK SOUTHERN CORP,Equity,0.12,50.44,72226,3643079.44,-,Industrials,2641894,US6558441084,New York Stock Exchange Inc.,2007
CSX,CSX CORP,Equity,0.12,43.98,80105,3523017.9,-,Industrials,2160753,US1264081035,NASDAQ,2007
MTLQQ,MOTORS LIQUIDATION CO,Equity,0.07,24.89,88444,2201371.16,-,Industrials,2365804,US62010A1051,Non-Nms Quotation Service (Nnqs),2007
UPS,UNITED PARCEL SERVICE INC CLASS B,Equity,0.3,70.72,123188,8711855.36,-,Industrials,2517382,US9113121068,New York Stock Exchange Inc.,2007
LUV,SOUTHWEST AIRLINES,Equity,0.06,12.2,135631,1654698.2,-,Industrials,2831543,US8447411088,New York Stock Exchange Inc.,2007
F,F MOTOR,Equity,0.08,6.73,370405,2492825.65,-,Industrials,4232490,US3453708600,SIX Swiss Exchange,2007
LAWS,LAWSON PRODUCTS INC,Equity,0,37.92,756,28667.52,-,Consumer Discretionary,2508126,US5207761058,NASDAQ,2007
NPK,NATIONAL PRESTO INDUSTRIES INC,Equity,0,52.66,808,42549.28,-,Consumer Discretionary,2626802,US6372151042,New York Stock Exchange Inc.,2007
LINC,LINCOLN EDUCATIONAL SERVICES CORP,Equity,0,14.72,851,12526.72,-,Consumer Discretionary,B0BV2Y9,US5335351004,NASDAQ,2007
SP,SP PLUS CORP,Equity,0,48.49,894,43350.06,-,Consumer Discretionary,B018W06,US8537901030,NASDAQ,2007
WWIN.1,WASTE INDUSTRIES USA,Equity,0,36.3,921,33432.3,-,Consumer Discretionary,2019167,US9410571015,Non-Nms Quotation Service (Nnqs),2007
GMTA,GANDER MOUNTAIN CO,Equity,0,4.93,930,4584.9,-,Consumer Discretionary,2373216,US36471P2074,Non-Nms Quotation Service (Nnqs),2007
CPICQ,CPI CORP,Equity,0,23.55,949,22348.95,-,Consumer Discretionary,2160430,US1259021061,Non-Nms Quotation Service (Nnqs),2007
APEI,AMERICAN PUBLIC EDUCATION INC,Equity,0,41.78,972,40610.16,-,Consumer Discretionary,B292GM4,US02913V1035,NASDAQ,2007
GHC,GRAHAM HOLDINGS COMPANY CO CLASS B,Equity,0.03,791.43,1082,856327.26,-,Consumer Discretionary,2942003,US9396401088,New York Stock Exchange Inc.,2007
FSCI,FISHER COMMUNICATIONS INC.,Equity,0,37.96,1110,42135.6,-,Consumer Discretionary,2648743,US3377562091,NASDAQ,2007
HLYS,HEELYS INC,Equity,0,6.96,1147,7983.12,-,Consumer Discretionary,B1L3KV5,US42279M1071,NASDAQ,2007
PONE,PROTECTION ONE INC.,Equity,0,11.89,1164,13839.96,-,Consumer Discretionary,B065VY9,US7436634031,NASDAQ,2007
SYMSQ,SYMS CORP,Equity,0,15.1,1228,18542.8,-,Consumer Discretionary,2867924,US8715511072,Non-Nms Quotation Service (Nnqs),2007
GLUU,GLU MOBILE INC,Equity,0,5.22,1330,6942.6,-,Consumer Discretionary,B1VP204,US3798901068,NASDAQ,2007
WEYS,WEYCO GROUP INC,Equity,0,27.5,1330,36575,-,Consumer Discretionary,2947774,US9621491003,NASDAQ,2007
FADV,FIRST ADVANTAGE CORP A,Equity,0,16.47,1334,21970.98,-,Consumer Discretionary,2743400,US31845F1003,NASDAQ,2007
BBSI,BARRETT BUSINESS SERVICES INC,Equity,0,18.01,1335,24043.35,-,Consumer Discretionary,2082675,US0684631080,NASDAQ,2007
CHKE,CHEROKEE INC,Equity,0,32.27,1347,43467.69,-,Consumer Discretionary,2186920,US16444H1023,NASDAQ,2007
TZOO,TRAVELZOO INC.,Equity,0,13.68,1351,18481.68,-,Consumer Discretionary,2971892,US89421Q1067,NASDAQ,2007
CSS,CSS INDUSTRIES INC,Equity,0,36.7,1412,51820.4,-,Consumer Discretionary,2160690,US1259061075,New York Stock Exchange Inc.,2007
LVB,STEINWAY MUSICAL INSTRUMENTS INC.,Equity,0,27.57,1447,39893.79,-,Consumer Discretionary,2848770,US8584951045,New York Stock Exchange Inc.,2007
ICTG.,ICT GROUP,Equity,0,11.95,1462,17470.9,-,Consumer Discretionary,2438795,US44929Y1010,NASDAQ,2007
USNA,USANA HEALTH SCIENCES INC,Equity,0,37.08,1524,56509.92,-,Consumer Discretionary,2267698,US90328M1071,New York Stock Exchange Inc.,2007
RLRN,RENAISSANCE LEARNING,Equity,0,14,1539,21546,-,Consumer Discretionary,2108719,US75968L1052,NASDAQ,2007
MWIV,MWI VETERINARY SUPPLY INC.,Equity,0,40,1540,61600,-,Consumer Discretionary,B0FZ5Q0,US55402X1054,NASDAQ,2007
IPAR,INTER PARFUMS INC,Equity,0,17.97,1556,27961.32,-,Consumer Discretionary,2473150,US4583341098,NASDAQ,2007
AMIE,AMBASSADORS INTERNATIONAL INC.,Equity,0,14.58,1618,23590.44,-,Consumer Discretionary,-,US0231781065,NASDAQ,2007
PPD,PRE-PAID LEGAL SERVICES INC.,Equity,0,55.35,1632,90331.2,-,Consumer Discretionary,2699558,US7400651078,New York Stock Exchange Inc.,2007
CORE,CORE MARK HOLDING INC,Equity,0,28.72,1663,47761.36,-,Consumer Discretionary,B0637B2,US2186811046,NASDAQ,2007
SALM,SALEM MEDIA GROUP INC CLASS A,Equity,0,6.59,1666,10978.94,-,Consumer Discretionary,2433682,US7940931048,NASDAQ,2007
CNXN,PC CONNECTION INC,Equity,0,11.35,1688,19158.8,-,Consumer Discretionary,2157175,US69318J1007,NASDAQ,2007
HGGGQ,HHGREGG INC,Equity,0,13.76,1690,23254.4,-,Consumer Discretionary,B23F715,US42833L1089,Non-Nms Quotation Service (Nnqs),2007
SCVL,SHOE CARNIVAL INC,Equity,0,14.11,1716,24212.76,-,Consumer Discretionary,2805474,US8248891090,NASDAQ,2007
CHDN,CHURCHILL DOWNS INC,Equity,0,53.97,1716,92612.52,-,Consumer Discretionary,2194105,US1714841087,NASDAQ,2007
KCP,KENNETH COLE PRODUCTIONS INC. CL A,Equity,0,17.49,1773,31009.77,-,Consumer Discretionary,2484077,US1932941057,New York Stock Exchange Inc.,2007
TAST,CARROLS RESTAURANT GROUP INC,Equity,0,9.58,1777,17023.66,-,Consumer Discretionary,B1L8399,US14574X1046,NASDAQ,2007
RVHLQ,RIVIERA HLDGS CORP COM,Equity,0,30.8,1817,55963.6,-,Consumer Discretionary,2083151,US7696271003,Non-Nms Quotation Service (Nnqs),2007
BONT,BON TON STORES INC,Equity,0,9.49,1831,17376.19,-,Consumer Discretionary,2110532,US09776J1016,NASDAQ,2007
CRRC,COURIER CORP.,Equity,0,33.01,1863,61497.63,-,Consumer Discretionary,2229740,US2226601027,NASDAQ,2007
CGX,CONSOLIDATED GRAPHICS INC,Equity,0,47.82,1886,90188.52,-,Consumer Discretionary,2222772,US2093411062,New York Stock Exchange Inc.,2007
LQDT,LIQUIDITY SERVICES INC,Equity,0,12.9,1901,24522.9,-,Consumer Discretionary,B0ZN8Z4,US53635B1070,NASDAQ,2007
SYX,SYSTEMAX INC,Equity,0,20.32,1901,38628.32,-,Consumer Discretionary,2394712,US8718511012,New York Stock Exchange Inc.,2007
NXST,NEXSTAR MEDIA GROUP INC CLASS A,Equity,0,9.14,1903,17393.42,-,Consumer Discretionary,2949758,US65336K1034,NASDAQ,2007
UHAL,AMERCO,Equity,0,65.68,1903,124989.04,-,Consumer Discretionary,2028174,US0235861004,NASDAQ,2007
CRN,CORNELL COS,Equity,0,23.32,1904,44401.28,-,Consumer Discretionary,2224381,US2191411089,New York Stock Exchange Inc.,2007
MRT,MORTONS RESTAURANT GROUP INC.,Equity,0,9.33,1905,17773.65,-,Consumer Discretionary,B0YBZ81,US6194301015,New York Stock Exchange Inc.,2007
CPLA,CAPELLA EDUCATION,Equity,0,65.46,1926,126075.96,-,Consumer Discretionary,B0GWDP5,US1395941057,NASDAQ,2007
LCUT,LIFETIME BRANDS INC,Equity,0,12.98,1953,25349.94,-,Consumer Discretionary,2515773,US53222Q1031,NASDAQ,2007
DOLNQ,DOLAN,Equity,0,29.17,2019,58894.23,-,Consumer Discretionary,B23J687,US25659P4028,Non-Nms Quotation Service (Nnqs),2007
PERY,PERRY ELLIS INTERNATIONAL INC,Equity,0,15.38,2042,31405.96,-,Consumer Discretionary,2851701,US2888531041,NASDAQ,2007
PRSC,PROVIDENCE SERVICE CORP,Equity,0,28.14,2083,58615.62,-,Consumer Discretionary,2918576,US7438151026,NASDAQ,2007
CRAI,CRA INTERNATIONAL INC,Equity,0,47.61,2107,100314.27,-,Consumer Discretionary,2240622,US12618T1051,NASDAQ,2007
AMWD,AMERICAN WOODMARK CORP,Equity,0,18.18,2128,38687.04,-,Consumer Discretionary,2030674,US0305061097,NASDAQ,2007
HOFT,HOOKER FURNITURE CORP,Equity,0,20.1,2145,43114.5,-,Consumer Discretionary,2748911,US4390381006,NASDAQ,2007
MCRI,MONARCH CASINO AND RESORT INC,Equity,0,24.08,2165,52133.2,-,Consumer Discretionary,2599197,US6090271072,NASDAQ,2007
FGXI,FGX INTERNATIONAL HLDGS,Equity,0,11.85,2192,25975.2,-,Consumer Discretionary,B28CLY2,-,NASDAQ,2007
CN4,CONNS INC,Equity,0,17.11,2198,37607.78,-,Consumer Discretionary,B011DM4,US2082421072,Deutsche Boerse Xetra,2007
CACH,CACHE INC,Equity,0,9.34,2224,20772.16,-,Consumer Discretionary,2162599,US1271503088,Non-Nms Quotation Service (Nnqs),2007
BNHNA,BENIHANA A,Equity,0,12.75,2224,28356,-,Consumer Discretionary,2096728,US0820472001,NASDAQ,2007
CKEC,CARMIKE CINEMAS INC.,Equity,0,7.26,2278,16538.28,-,Consumer Discretionary,2845469,US1434364006,NASDAQ,2007
DECK,DECKERS OUTDOOR CORP,Equity,0.01,155.06,2312,358498.72,-,Consumer Discretionary,2267278,US2435371073,New York Stock Exchange Inc.,2007
CDI,CDI CORP,Equity,0,24.26,2335,56647.1,-,Consumer Discretionary,2181129,US1250711009,New York Stock Exchange Inc.,2007
GIII,G III APPAREL GROUP LTD,Equity,0,14.77,2354,34768.58,-,Consumer Discretionary,2369721,US36237H1014,NASDAQ,2007
HSWI,HSW INTERNATIONAL INC.,Equity,0,6.23,2366,14740.18,-,Consumer Discretionary,-,US40431N1046,NASDAQ,2007
ULTA,ULTA BEAUTY INC,Equity,0,17.15,2392,41022.8,-,Consumer Discretionary,B28TS42,US90384S3031,NASDAQ,2007
PSMT,PRICESMART INC,Equity,0,30.06,2469,74218.14,-,Consumer Discretionary,2092942,US7415111092,NASDAQ,2007
COLM,COLUMBIA SPORTSWEAR,Equity,0,44.09,2474,109078.66,-,Consumer Discretionary,2229126,US1985161066,NASDAQ,2007
NILE,BLUE NILE INC.,Equity,0.01,68.06,2474,168380.44,-,Consumer Discretionary,B00G5P7,US09578R1032,NASDAQ,2007
CTRN,CITI TRENDS INC,Equity,0,15.44,2481,38306.64,-,Consumer Discretionary,B06FLD8,US17306X1028,NASDAQ,2007
TRK,SPEEDWAY MOTORSPORTS INC,Equity,0,31.08,2492,77451.36,-,Consumer Discretionary,2833765,US8477881069,New York Stock Exchange Inc.,2007
TRLG,TRUE RELIGION APPAREL INC.,Equity,0,21.35,2497,53310.95,-,Consumer Discretionary,2457455,US89784N1046,NASDAQ,2007
BKE,BUCKLE INC,Equity,0,33,2514,82962,-,Consumer Discretionary,2149934,US1184401065,New York Stock Exchange Inc.,2007
VISI,VOLT INFORMATION SCIENCES INC,Equity,0,18.26,2540,46380.4,-,Consumer Discretionary,2930440,US9287031077,Nyse Mkt Llc,2007
