Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange,Year 
AAWW,ATLAS AIR WORLDWIDE HOLDINGS,Equity,0.01,49.3,7251,357474.3,"357,474.30",Industrials,B01Z8P4,US0491642056,NASDAQ,2014
ABAX,ABAXIS INC.,Equity,0.01,56.83,5967,339104.61,"339,104.61",Health Care,2011550,US0025671050,NASDAQ,2014
ABBV,ABBVIE INC,Equity,0.46,65.44,434794,28452919.36,"28,452,919.36",Health Care,B92SR70,US00287Y1091,New York Stock Exchange Inc.,2014
ABC,AMERISOURCEBERGEN CORP,Equity,0.09,90.16,61927,5583338.32,"5,583,338.32",Health Care,2795393,US03073E1055,New York Stock Exchange Inc.,2014
ABCB,AMERIS BANCORP,Equity,0,25.64,6770,173582.8,"173,582.80",Financials,2038849,US03076K1088,NASDAQ,2014
ABCO,ADVISORY BOARD CO.,Equity,0.01,48.98,9477,464183.46,"464,183.46",Industrials,2794657,US00762W1071,NASDAQ,2014
ABCW,ANCHOR BANCORP WISCONSIN INC,Equity,0,34.44,1795,61819.8,"61,819.80",Financials,BRJTGW0,US03283P1066,NASDAQ,2014
ABG,ASBURY AUTOMOTIVE GROUP INC.,Equity,0.01,75.92,8472,643194.24,"643,194.24",Consumer Discretionary,2855855,US0434361046,New York Stock Exchange Inc.,2014
ABM,ABM INDUSTRIES INC.,Equity,0.01,28.65,14636,419321.4,"419,321.40",Industrials,2024901,US0009571003,New York Stock Exchange Inc.,2014
ABMD,ABIOMED INC.,Equity,0.01,38.06,10536,401000.16,"401,000.16",Health Care,2003698,US0036541003,NASDAQ,2014
ABT,ABBOTT LABORATORIES,Equity,0.3,45.02,410727,18490929.54,"18,490,929.54",Health Care,2002305,US0028241000,New York Stock Exchange Inc.,2014
ABY,ABENGOA YIELD PLC,Equity,0,27.32,7836,214079.52,"214,079.52",Utilities,BLP5YB5,GB00BLP5YB54,NASDAQ,2014
ACAD,ACADIA PHARMACEUTICALS INC,Equity,0.01,31.75,22750,722312.5,"722,312.50",Health Care,2713317,US0042251084,NASDAQ,2014
ACAT,ARCTIC CAT INC.,Equity,0,35.5,3406,120913,"120,913.00",Consumer Discretionary,2047500,US0396701049,NASDAQ,2014
ACC,AMERICAN CAMPUS COMMUNITIES INC.,Equity,0.02,41.36,28406,1174872.16,"1,174,872.16",Financials,B02H871,US0248351001,New York Stock Exchange Inc.,2014
ACCO,ACCO BRANDS CORP.,Equity,0,9.01,30878,278210.78,"278,210.78",Industrials,B0G7SZ5,US00081T1088,New York Stock Exchange Inc.,2014
ACE,ACE LTD,Equity,0.17,114.88,92579,10635475.52,"10,635,475.52",Financials,B3BQMF6,CH0044328745,New York Stock Exchange Inc.,2014
ACET,ACETO CORP.,Equity,0,21.7,7473,162164.1,"162,164.10",Industrials,2004709,US0044461004,NASDAQ,2014
ACGL,ARCH CAPITAL GROUP LTD,Equity,0.03,59.1,36408,2151712.8,"2,151,712.80",Financials,2740542,BMG0450A1053,NASDAQ,2014
ACHC,ACADIA HEALTHCARE CO INC,Equity,0.01,61.21,11721,717442.41,"717,442.41",Health Care,B65VZ37,US00404A1097,NASDAQ,2014
ACHN,ACHILLION PHARMACEUTICALS INC.,Equity,0.01,12.25,25597,313563.25,"313,563.25",Health Care,B17T9T8,US00448Q2012,NASDAQ,2014
ACI,ARCH COAL INC.,Equity,0,1.78,58136,103482.08,"103,482.08",Energy,2037181,US0393801008,New York Stock Exchange Inc.,2014
ACIW,ACI WORLDWIDE INC.,Equity,0.01,20.17,32797,661515.49,"661,515.49",Information Technology,2889155,US0044981019,NASDAQ,2014
ACLS,AXCELIS TECHNOLOGIES INC.,Equity,0,2.56,28506,72975.36,"72,975.36",Information Technology,2607487,US0545401095,NASDAQ,2014
ACM,AECOM TECHNOLOGY CORP.,Equity,0.02,30.37,42183,1281097.71,"1,281,097.71",Industrials,B1VZ431,US00766T1007,New York Stock Exchange Inc.,2014
ACN,ACCENTURE PLC,Equity,0.25,89.31,172696,15423479.76,"15,423,479.76",Information Technology,B4BNMY3,IE00B4BNMY34,New York Stock Exchange Inc.,2014
ACOR,ACORDA THERAPEUTICS INC.,Equity,0.01,40.87,11075,452635.25,"452,635.25",Health Care,2925844,US00484M1062,NASDAQ,2014
ACRE,ARES COMMERCIAL REAL ESTATE REIT C,Equity,0,11.48,7991,91736.68,"91,736.68",Financials,B77PWP5,US04013V1089,New York Stock Exchange Inc.,2014
ACRX,ACELRX PHARMACEUTICALS INC,Equity,0,6.73,5759,38758.07,"38,758.07",Health Care,B5STJG2,US00444T1007,NASDAQ,2014
ACT,ACTAVIS PLC,Equity,0.29,257.41,69444,17875580.04,"17,875,580.04",Health Care,BD1NQJ9,IE00BD1NQJ95,New York Stock Exchange Inc.,2014
ACTA,ACTUA CORP,Equity,0,18.47,10348,191127.56,"191,127.56",Information Technology,BQQC6W5,US0050941071,NASDAQ,2014
ACTG,ACACIA RESEARCH CORP.-ACACIA TECHN,Equity,0,16.94,13543,229418.42,"229,418.42",Industrials,2169589,US0038813079,NASDAQ,2014
ACW,ACCURIDE CORP.,Equity,0,4.34,13042,56602.28,"56,602.28",Industrials,B60CN20,US00439T2069,New York Stock Exchange Inc.,2014
ACXM,ACXIOM CORP.,Equity,0.01,20.27,19902,403413.54,"403,413.54",Information Technology,2159773,US0051251090,NASDAQ,2014
ADBE,ADOBE SYSTEM INC,Equity,0.16,72.7,136464,9920932.8,"9,920,932.80",Information Technology,2008154,US00724F1012,NASDAQ,2014
ADC,AGREE REALTY CORP.,Equity,0,31.09,3304,102721.36,"102,721.36",Financials,2062161,US0084921008,New York Stock Exchange Inc.,2014
ADES,ADVANCED EMISSIONS SOLUTIONS INC,Equity,0,22.79,7576,172657.04,"172,657.04",Materials,BBXZ194,US00770C1018,NASDAQ,2014
ADI,ANALOG DEVICES INC,Equity,0.08,55.52,85737,4760118.24,"4,760,118.24",Information Technology,2032067,US0326541051,NASDAQ,2014
ADM,ARCHER DANIELS MIDLAND,Equity,0.15,52,179430,9330360,"9,330,360.00",Consumer Staples,2047317,US0394831020,New York Stock Exchange Inc.,2014
ADMS,ADAMAS PHARMACEUTICALS INC,Equity,0,17.37,809,14052.33,"14,052.33",Health Care,BL25XY4,US00548A1060,NASDAQ,2014
ADNC,AUDIENCE INC,Equity,0,4.4,1737,7642.8,"7,642.80",Information Technology,B7ZCL84,US05070J1025,NASDAQ,2014
ADP,AUTOMATIC DATA PROCESSING INC,Equity,0.18,83.37,132170,11019012.9,"11,019,012.90",Information Technology,2065308,US0530151036,NASDAQ,2014
ADPT,ADEPTUS HEALTH INC CLASS A,Equity,0,37.4,1567,58605.8,"58,605.80",Health Care,BNBPLY5,US0068551003,New York Stock Exchange Inc.,2014
ADS,ALLIANCE DATA SYSTEMS CORP,Equity,0.07,286.05,16121,4611412.05,"4,611,412.05",Information Technology,2762030,US0185811082,New York Stock Exchange Inc.,2014
ADSK,AUTODESK INC,Equity,0.06,60.06,62419,3748885.14,"3,748,885.14",Information Technology,2065159,US0527691069,NASDAQ,2014
ADT,ADT CORPORATION,Equity,0.03,36.23,47777,1730960.71,"1,730,960.71",Industrials,B7XWRM2,US00101J1060,New York Stock Exchange Inc.,2014
ADTN,ADTRAN INC.,Equity,0.01,21.8,16212,353421.6,"353,421.60",Information Technology,2052924,US00738A1060,NASDAQ,2014
ADUS,ADDUS HOMECARE CORP,Equity,0,24.27,1434,34803.18,"34,803.18",Health Care,B55BN47,US0067391062,NASDAQ,2014
ADVS,ADVENT SOFTWARE INC.,Equity,0.01,30.64,14038,430124.32,"430,124.32",Information Technology,2049153,US0079741080,NASDAQ,2014
AE,ADAMS RESOURCES AND ENERGY INC,Equity,0,49.95,662,33066.9,"33,066.90",Energy,2007526,US0063513081,Nyse Mkt Llc,2014
AEC,ASSOCIATED ESTATES REALTY CORP.,Equity,0.01,23.21,14571,338192.91,"338,192.91",Financials,2044396,US0456041054,New York Stock Exchange Inc.,2014
AEE,AMEREN CORP,Equity,0.05,46.13,66121,3050161.73,"3,050,161.73",Utilities,2050832,US0236081024,New York Stock Exchange Inc.,2014
AEGN,AEGION CORP,Equity,0,18.61,10872,202327.92,"202,327.92",Industrials,B764L34,US00770F1049,NASDAQ,2014
AEGR,AEGERION PHARMACEUTICALS INC.,Equity,0,20.94,7911,165656.34,"165,656.34",Health Care,B1YWPY7,US00767E1029,NASDAQ,2014
AEIS,ADVANCED ENERGY INDUSTRIES INC.,Equity,0,23.7,10931,259064.7,"259,064.70",Information Technology,2049175,US0079731008,NASDAQ,2014
AEL,AMERICAN EQUITY INVESTMENT LIFE HO,Equity,0.01,29.19,19788,577611.72,"577,611.72",Financials,2191300,US0256762065,New York Stock Exchange Inc.,2014
AEO,AMERICAN EAGLE OUTFITTERS INC.,Equity,0.01,13.88,52216,724758.08,"724,758.08",Consumer Discretionary,2048592,US02553E1064,New York Stock Exchange Inc.,2014
AEP,AMERICAN ELECTRIC POWER INC,Equity,0.13,60.72,132967,8073756.24,"8,073,756.24",Utilities,2026242,US0255371017,New York Stock Exchange Inc.,2014
AEPI,AEP INDUSTRIES INC.,Equity,0,58.15,1134,65942.1,"65,942.10",Materials,2001391,US0010311035,NASDAQ,2014
AERI,AERIE PHARMACEUTICALS INC,Equity,0,29.19,3648,106485.12,"106,485.12",Health Care,BFRTDG1,US00771V1089,NASDAQ,2014
AES,AES CORP,Equity,0.04,13.77,198649,2735396.73,"2,735,396.73",Utilities,2002479,US00130H1059,New York Stock Exchange Inc.,2014
AET,AETNA INC,Equity,0.14,88.83,97380,8650265.4,"8,650,265.40",Health Care,2695921,US00817Y1082,New York Stock Exchange Inc.,2014
AF,ASTORIA FINANCIAL CORP.,Equity,0.01,13.36,23754,317353.44,"317,353.44",Financials,2052689,US0462651045,New York Stock Exchange Inc.,2014
AFAM,ALMOST FAMILY INC.,Equity,0,28.95,2179,63082.05,"63,082.05",Health Care,2796448,US0204091088,NASDAQ,2014
AFFX,AFFYMETRIX INC.,Equity,0,9.87,18726,184825.62,"184,825.62",Health Care,2034988,US00826T1088,NASDAQ,2014
AFG,AMERICAN FINANCIAL GROUP INC.,Equity,0.02,60.72,19853,1205474.16,"1,205,474.16",Financials,2134532,US0259321042,New York Stock Exchange Inc.,2014
AFH,ATLAS FINANCIAL HOLDINGS INC.,Equity,0,16.32,3151,51424.32,"51,424.32",Financials,B9B9871,KYG062071157,NASDAQ,2014
AFL,AFLAC INC,Equity,0.12,61.09,124504,7605949.36,"7,605,949.36",Financials,2026361,US0010551028,New York Stock Exchange Inc.,2014
AFOP,ALLIANCE FIBER OPTIC PRODUCTS INC,Equity,0,14.51,3169,45982.19,"45,982.19",Information Technology,2679817,US0186803062,NASDAQ,2014
AFSI,AMTRUST FINANCIAL SERVICES INC.,Equity,0.01,56.25,8098,455512.5,"455,512.50",Financials,B1H4YP4,US0323593097,NASDAQ,2014
AGCO,AGCO CORP.,Equity,0.02,45.2,25347,1145684.4,"1,145,684.40",Industrials,2010278,US0010841023,New York Stock Exchange Inc.,2014
AGEN,AGENUS INC.,Equity,0,3.97,17073,67779.81,"67,779.81",Health Care,B58J3K4,US00847G7051,NASDAQ,2014
AGII,ARGO GROUP INTERNATIONAL HOLDINGS,Equity,0.01,55.47,7808,433109.76,"433,109.76",Financials,2499543,BMG0464B1072,NASDAQ,2014
AGIO,AGIOS PHARMACEUTICALS INC,Equity,0.01,112.04,3675,411747,"411,747.00",Health Care,BCBVTX1,US00847X1046,NASDAQ,2014
AGM,FEDERAL AGRICULTURAL MORTGAGE CORP,Equity,0,30.34,2830,85862.2,"85,862.20",Financials,2363381,US3131483063,New York Stock Exchange Inc.,2014
AGN,ALLERGAN INC,Equity,0.28,212.59,81370,17298448.3,"17,298,448.30",Health Care,2017213,US0184901025,New York Stock Exchange Inc.,2014
AGNC,AMERICAN CAPITAL AGENCY REIT CORP,Equity,0.03,21.83,97375,2125696.25,"2,125,696.25",Financials,B2R8TC5,US02503X1054,NASDAQ,2014
AGO,ASSURED GUARANTY LTD.,Equity,0.02,25.99,45912,1193252.88,"1,193,252.88",Financials,B00V7H8,BMG0585R1060,New York Stock Exchange Inc.,2014
AGTC,APPLIED GENETIC TECHNOLOGIES CORP,Equity,0,21.02,1318,27704.36,"27,704.36",Health Care,BKRVPJ9,US03820J1007,NASDAQ,2014
AGX,ARGAN INC,Equity,0,33.64,3308,111281.12,"111,281.12",Industrials,2804501,US04010E1091,New York Stock Exchange Inc.,2014
AGYS,AGILYSYS INC.,Equity,0,12.59,4008,50460.72,"50,460.72",Information Technology,2689162,US00847J1051,NASDAQ,2014
AHC,AH BELO CORP-A,Equity,0,10.38,5153,53488.14,"53,488.14",Consumer Discretionary,B2NWXY1,US0012821023,New York Stock Exchange Inc.,2014
AHH,ARMADA HOFFLER PROPERTIES REIT INC,Equity,0,9.49,5181,49167.69,"49,167.69",Financials,B96FTB5,US04208T1088,New York Stock Exchange Inc.,2014
AHL,ASPEN INSURANCE HOLDINGS LTD.,Equity,0.01,43.77,18142,794075.34,"794,075.34",Financials,2172372,BMG053841059,New York Stock Exchange Inc.,2014
AHP,ASHFORD HOSPITALITY PRIME REIT INC,Equity,0,17.16,3954,67850.64,"67,850.64",Financials,BG6N9J6,US0441021013,New York Stock Exchange Inc.,2014
AHS,AMN HEALTHCARE SERVICES INC.,Equity,0,19.6,11222,219951.2,"219,951.20",Health Care,2813552,US0017441017,New York Stock Exchange Inc.,2014
AHT,ASHFORD HOSPITALITY TRUST REIT INC,Equity,0,10.48,20574,215615.52,"215,615.52",Financials,2310116,US0441031095,New York Stock Exchange Inc.,2014
AI,ARLINGTON ASSET INVESTMENT CORP. C,Equity,0,26.61,5776,153699.36,"153,699.36",Financials,2516817,US0413562051,New York Stock Exchange Inc.,2014
AIG,AMERICAN INTERNATIONAL GROUP INC,Equity,0.35,56.01,395593,22157163.93,"22,157,163.93",Financials,2027342,US0268747849,New York Stock Exchange Inc.,2014
AIMC,ALTRA INDUSTRIAL MOTION CORP,Equity,0,28.39,7367,209149.13,"209,149.13",Industrials,B1L82T2,US02208R1068,NASDAQ,2014
AIN,ALBANY INTERNATIONAL CORP. CL A,Equity,0,37.99,7492,284621.08,"284,621.08",Industrials,2012757,US0123481089,New York Stock Exchange Inc.,2014
AINC,ASHFORD INC,Equity,0,94,227,21338,"21,338.00",Financials,BSJRS58,US0441041078,Nyse Mkt Llc,2014
AIQ,ALLIANCE HEALTHCARE SERVICES INC.,Equity,0,20.99,1318,27664.82,"27,664.82",Health Care,B86WDF1,US0186063014,NASDAQ,2014
AIR,AAR CORP.,Equity,0,27.78,11115,308774.7,"308,774.70",Industrials,2001119,US0003611052,New York Stock Exchange Inc.,2014
AIRM,AIR METHODS CORP.,Equity,0.01,44.03,10449,460069.47,"460,069.47",Health Care,2049777,US0091283079,NASDAQ,2014
AIT,APPLIED INDUSTRIAL TECHNOLOGIES IN,Equity,0.01,45.59,11485,523601.15,"523,601.15",Industrials,2086309,US03820C1053,New York Stock Exchange Inc.,2014
AIV,APARTMENT INVESTMENT & MANAGEMENT,Equity,0.02,37.15,39447,1465456.05,"1,465,456.05",Financials,2057059,US03748R1014,New York Stock Exchange Inc.,2014
AIZ,ASSURANT INC,Equity,0.02,68.43,19878,1360251.54,"1,360,251.54",Financials,2331430,US04621X1081,New York Stock Exchange Inc.,2014
AJG,ARTHUR J GALLAGHER,Equity,0.03,47.08,43005,2024675.4,"2,024,675.40",Financials,2359506,US3635761097,New York Stock Exchange Inc.,2014
AKAM,AKAMAI TECHNOLOGIES INC,Equity,0.05,62.96,48479,3052237.84,"3,052,237.84",Information Technology,2507457,US00971T1016,NASDAQ,2014
AKAO,ACHAOGEN INC,Equity,0,13.05,1897,24755.85,"24,755.85",Health Care,BK35H22,US0044491043,NASDAQ,2014
AKBA,AKEBIA THERAPEUTICS INC,Equity,0,11.64,2144,24956.16,"24,956.16",Health Care,BKKMP44,US00972D1054,NASDAQ,2014
AKR,ACADIA REALTY TRUST REIT,Equity,0.01,32.03,16995,544349.85,"544,349.85",Financials,2566522,US0042391096,New York Stock Exchange Inc.,2014
AKRX,AKORN INC.,Equity,0.01,36.2,17624,637988.8,"637,988.80",Health Care,2012100,US0097281069,NASDAQ,2014
AKS,AK STEEL HOLDING CORP.,Equity,0,5.94,48408,287543.52,"287,543.52",Materials,2067735,US0015471081,New York Stock Exchange Inc.,2014
AL,AIR LEASE CORP.,Equity,0.02,34.31,27860,955876.6,"955,876.60",Industrials,B3XS562,US00912X3026,New York Stock Exchange Inc.,2014
ALB,ALBEMARLE CORP.,Equity,0.02,60.13,22253,1338072.89,"1,338,072.89",Materials,2046853,US0126531013,New York Stock Exchange Inc.,2014
ALCO,ALICO INC.,Equity,0,50.03,972,48629.16,"48,629.16",Consumer Staples,2016425,US0162301040,NASDAQ,2014
ALDR,ALDER BIOPHARMACEUTICALS INC,Equity,0,29.09,2188,63648.92,"63,648.92",Health Care,BLZHCS4,US0143391052,NASDAQ,2014
ALE,ALLETE INC.,Equity,0.01,55.14,11899,656110.86,"656,110.86",Utilities,B02R1L6,US0185223007,New York Stock Exchange Inc.,2014
ALEX,ALEXANDER & BALDWIN INC.,Equity,0.01,39.26,13292,521843.92,"521,843.92",Financials,B827VB2,US0144911049,New York Stock Exchange Inc.,2014
ALG,ALAMO GROUP INC.,Equity,0,48.44,1933,93634.52,"93,634.52",Industrials,2021634,US0113111076,New York Stock Exchange Inc.,2014
ALGN,ALIGN TECHNOLOGY INC.,Equity,0.02,55.91,22335,1248749.85,"1,248,749.85",Health Care,2679204,US0162551016,NASDAQ,2014
ALGT,ALLEGIANT TRAVEL CO.,Equity,0.01,150.33,3599,541037.67,"541,037.67",Industrials,B15M2C3,US01748X1028,NASDAQ,2014
ALIM,ALIMERA SCIENCES INC,Equity,0,5.54,4690,25982.6,"25,982.60",Health Care,B58ZJR1,US0162591038,NASDAQ,2014
ALJ,ALON USA ENERGY INC.,Equity,0,12.67,6329,80188.43,"80,188.43",Energy,B0FGJN8,US0205201025,New York Stock Exchange Inc.,2014
ALK,ALASKA AIR GROUP INC,Equity,0.04,59.76,37682,2251876.32,"2,251,876.32",Industrials,2012605,US0116591092,New York Stock Exchange Inc.,2014
ALKS,ALKERMES PLC,Equity,0.04,58.56,39574,2317453.44,"2,317,453.44",Health Care,B3P6D26,IE00B56GVS15,NASDAQ,2014
ALL,ALLSTATE CORP,Equity,0.13,70.25,118433,8319918.25,"8,319,918.25",Financials,2019952,US0200021014,New York Stock Exchange Inc.,2014
ALLE,ALLEGION PLC,Equity,0.02,55.46,26140,1449724.4,"1,449,724.40",Industrials,BFRT3W7,IE00BFRT3W74,New York Stock Exchange Inc.,2014
ALLY,ALLY FINANCIAL INC,Equity,0.03,23.62,74133,1751021.46,"1,751,021.46",Financials,B72XK05,US02005N1000,New York Stock Exchange Inc.,2014
ALNY,ALNYLAM PHARMACEUTICALS INC.,Equity,0.03,97,18180,1763460,"1,763,460.00",Health Care,B00FWN1,US02043Q1076,NASDAQ,2014
ALOG,ANALOGIC CORP.,Equity,0,84.61,3300,279213,"279,213.00",Health Care,2032090,US0326572072,NASDAQ,2014
ALR,ALERE INC,Equity,0.01,38,22071,838698,"838,698.00",Health Care,2823089,US01449J1051,New York Stock Exchange Inc.,2014
ALSN,ALLISON TRANSMISSION HOLDINGS INC,Equity,0.02,33.9,36921,1251621.9,"1,251,621.90",Industrials,B4PZ892,US01973R1014,New York Stock Exchange Inc.,2014
ALTR,ALTERA CORP,Equity,0.05,36.94,85453,3156633.82,"3,156,633.82",Information Technology,2021690,US0214411003,NASDAQ,2014
ALX,ALEXANDERS REIT INC,Equity,0,437.18,658,287664.44,"287,664.44",Financials,2014021,US0147521092,New York Stock Exchange Inc.,2014
ALXN,ALEXION PHARMACEUTICALS INC,Equity,0.16,185.03,54186,10026035.58,"10,026,035.58",Health Care,2036070,US0153511094,NASDAQ,2014
AMAG,AMAG PHARMACEUTICALS INC.,Equity,0,42.62,5653,240930.86,"240,930.86",Health Care,2008121,US00163U1060,NASDAQ,2014
AMAT,APPLIED MATERIAL INC,Equity,0.13,24.92,332300,8280916,"8,280,916.00",Information Technology,2046552,US0382221051,NASDAQ,2014
AMBA,AMBARELLA INC,Equity,0.01,50.72,7826,396934.72,"396,934.72",Information Technology,B7KH3G6,KYG037AX1015,NASDAQ,2014
AMBC,AMBAC FINANCIAL GROUP INC,Equity,0,24.5,10474,256613,"256,613.00",Financials,B7ZKH46,US0231398845,NASDAQ,2014
AMBR,AMBER ROAD INC,Equity,0,10.22,2431,24844.82,"24,844.82",Information Technology,BKM4LW8,US02318Y1082,New York Stock Exchange Inc.,2014
AMC,AMC ENTERTAINMENT HOLDINGS INC CLA,Equity,0,26.18,5759,150770.62,"150,770.62",Consumer Discretionary,BH4HLL3,US00165C1045,New York Stock Exchange Inc.,2014
AMCC,APPLIED MICRO CIRCUITS CORP.,Equity,0,6.52,23255,151622.6,"151,622.60",Information Technology,2128762,US03822W4069,NASDAQ,2014
AMCX,AMC NETWORKS INC. CL A,Equity,0.02,63.77,16403,1046019.31,"1,046,019.31",Consumer Discretionary,B4MG4Z6,US00164V1035,NASDAQ,2014
AMD,ADVANCED MICRO DEVICES INC,Equity,0.01,2.67,165229,441161.43,"441,161.43",Information Technology,2007849,US0079031078,New York Stock Exchange Inc.,2014
AME,AMETEK INC,Equity,0.06,52.63,66507,3500263.41,"3,500,263.41",Industrials,2089212,US0311001004,New York Stock Exchange Inc.,2014
AMED,AMEDISYS INC.,Equity,0,29.35,8171,239818.85,"239,818.85",Health Care,2024332,US0234361089,NASDAQ,2014
AMG,AFFILIATED MANAGERS GROUP INC,Equity,0.05,212.24,15149,3215223.76,"3,215,223.76",Financials,2127899,US0082521081,New York Stock Exchange Inc.,2014
AMGN,AMGEN INC,Equity,0.53,159.29,206989,32971277.81,"32,971,277.81",Health Care,2023607,US0311621009,NASDAQ,2014
AMH,AMERICAN HOMES RENT REIT CLASS A,Equity,0.01,17.03,42220,719006.6,"719,006.60",Financials,BCF5RR9,US02665T3068,New York Stock Exchange Inc.,2014
AMKR,AMKOR TECHNOLOGY INC.,Equity,0,7.1,25770,182967,"182,967.00",Information Technology,2242929,US0316521006,NASDAQ,2014
AMNB,AMERICAN NATIONAL BANKSHARES INC.,Equity,0,24.81,2133,52919.73,"52,919.73",Financials,2596950,US0277451086,NASDAQ,2014
AMP,AMERIPRISE FINANCE INC,Equity,0.11,132.25,52055,6884273.75,"6,884,273.75",Financials,B0J7D57,US03076C1062,New York Stock Exchange Inc.,2014
AMPE,AMPIO PHARMACEUTICALS INC,Equity,0,3.43,7368,25272.24,"25,272.24",Health Care,B5BNLD2,US03209T1097,Nyse Mkt Llc,2014
AMPH,AMPHASTAR PHARMACEUTICALS INC,Equity,0,11.61,2502,29048.22,"29,048.22",Health Care,BNFWZS4,US03209R1032,NASDAQ,2014
AMRC,AMERESCO INC. CL A,Equity,0,7,5457,38199,"38,199.00",Industrials,B3SWPT2,US02361E1082,New York Stock Exchange Inc.,2014
AMRE,AMREIT INC.,Equity,0,26.54,4376,116139.04,"116,139.04",Financials,B832L94,US03216B2088,New York Stock Exchange Inc.,2014
AMRI,ALBANY MOLECULAR RESEARCH INC.,Equity,0,16.28,6327,103003.56,"103,003.56",Health Care,2385471,US0124231095,NASDAQ,2014
AMRS,AMYRIS INC,Equity,0,2.06,8317,17133.02,"17,133.02",Energy,B67TTN7,US03236M1018,NASDAQ,2014
AMSF,AMERISAFE INC.,Equity,0,42.36,4980,210952.8,"210,952.80",Financials,B0PPHS6,US03071H1005,NASDAQ,2014
AMSG,AMSURG CORP.,Equity,0.01,54.73,11622,636072.06,"636,072.06",Health Care,2781381,US03232P4054,NASDAQ,2014
AMSWA,AMERICAN SOFTWARE INC. CL A,Equity,0,9.11,6466,58905.26,"58,905.26",Information Technology,2029575,US0296831094,NASDAQ,2014
AMT,AMERICAN TOWER REIT CORP,Equity,0.17,98.85,107955,10671351.75,"10,671,351.75",Financials,B7FBFL2,US03027X1000,New York Stock Exchange Inc.,2014
AMTD,TD AMERITRADE HOLDING CORP,Equity,0.04,35.78,73603,2633515.34,"2,633,515.34",Financials,2983154,US87236Y1082,New York Stock Exchange Inc.,2014
AMTG,APOLLO RESIDENTIAL MORTGAGE INC.,Equity,0,15.77,8298,130859.46,"130,859.46",Financials,B4MT4L1,US03763V1026,New York Stock Exchange Inc.,2014
AMWD,AMERICAN WOODMARK CORP.,Equity,0,40.44,2954,119459.76,"119,459.76",Industrials,2030674,US0305061097,NASDAQ,2014
AMZG,AMERICAN EAGLE ENERGY CORP,Equity,0,0.62,8332,5187.5,"5,187.50",Energy,BKRCZP8,US02554F3001,Nyse Mkt Llc,2014
AMZN,AMAZON COM INC,Equity,0.51,310.35,102724,31880393.4,"31,880,393.40",Consumer Discretionary,2000019,US0231351067,NASDAQ,2014
AN,AUTONATION INC,Equity,0.02,60.41,18649,1126586.09,"1,126,586.09",Consumer Discretionary,2732635,US05329W1027,New York Stock Exchange Inc.,2014
ANAC,ANACOR PHARMACEUTICALS INC.,Equity,0,32.25,9429,304085.25,"304,085.25",Health Care,B28M788,US0324201013,NASDAQ,2014
ANAT,AMERICAN NATIONAL INSURANCE CO.,Equity,0,114.26,1984,226691.84,"226,691.84",Financials,2028420,US0285911055,NASDAQ,2014
ANDE,ANDERSONS INC.,Equity,0.01,53.14,7601,403917.14,"403,917.14",Consumer Staples,2274922,US0341641035,NASDAQ,2014
ANET,ARISTA NETWORKS INC,Equity,0,60.76,1672,101590.72,"101,590.72",Information Technology,BN33VM5,US0404131064,New York Stock Exchange Inc.,2014
